Model,Bio_term,Title,Link,Citations,Year
support vector machine,phylogenetics,Deep learning based phylogenetic analysis,https://ieeexplore.ieee.org/abstract/document/9219386/,2,2020
support vector machine,phylogenetics,Using support vector machines and state-of-the-art algorithms for phonetic alignment to identify cognates in multi-lingual wordlists,https://aclanthology.org/E17-1113/,65,2017
support vector machine,phylogenetics,Improving malware classification: bridging the static/dynamic gap,https://dl.acm.org/doi/abs/10.1145/2381896.2381900,189,2012
support vector machine,phylogenetics,Classification and functional characterization of chemokines through machine learning approach,https://www.researchgate.net/profile/Kanagarajadurai-Karuppiah/publication/361163133_Classification_and_functional_characterization_of_chemokines_through_machine_learning_approach/links/62a03e966886635d5cc87c97/Classification-and-functional-characterization-of-chemokines-through-machine-learning-approach.pdf,NA,2021
support vector machine,phylogenetics,Prediction of allergenic proteins by means of the concept of Chou's pseudo amino acid composition and a machine learning approach,https://www.ingentaconnect.com/content/ben/mc/2013/00000009/00000001/art00017,198,2013
support vector machine,phylogenetics,Deriving the phylogenetic information from some physicochemical properties of protein sequences computed,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.21599,NA,2011
support vector machine,phylogenetics,Inferring genome-wide functional linkages in E. coli by combining improved genome context methods: comparison with high-throughput experimental data,https://genome.cshlp.org/content/17/4/527.short,65,2007
random forest,phylogenomics,Machine learning based imputation techniques for estimating phylogenetic trees from incomplete distance matrices,https://link.springer.com/article/10.1186/s12864-020-06892-5,31,2020
random forest,phylogenomics,Data mining in the Life Sciences with Random Forest: a walk in the park or lost in the jungle?,https://academic.oup.com/bib/article-abstract/14/3/315/255469,453,2013
random forest,phylogenomics,Predicting Food Sources of Listeria monocytogenes Based on Genomic Profiling Using Random Forest Model,https://www.liebertpub.com/doi/abs/10.1089/fpd.2023.0046,NA,2023
random forest,phylogenomics,"A high‐performance SNP panel developed by machine‐learning approaches for characterizing genetic differences of Southern and Northern Han Chinese, Korean …",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/elps.202100184,4,2022
random forest,phylogenomics,Random forest machine learning algorithm classifies white-and brown-rot fungi according to the number of Carbohydrate-Active enZyme genes,https://www.biorxiv.org/content/10.1101/2024.03.15.585254.abstract,NA,2024
random forest,phylogenomics,Phylogenomics reveal DcTPS-mediated terpenoid accumulation and environmental response in Dendrobium catenatum,https://www.sciencedirect.com/science/article/pii/S0926669023015649,1,2024
random forest,phylogenomics,Phylogenomics and geometric morphometrics define species flocks of snowtrout (Teleostei: Schizothorax) in the Central Himalayas,https://search.proquest.com/openview/6eb7f18e1115e0625ebbbd87f9a02f52/1?pq-origsite=gscholar&cbl=18750&diss=y,10,2019
random forest,phylogenomics,Species-Wide Phylogenomics of the Staphylococcus aureus Agr Operon Revealed Convergent Evolution of Frameshift Mutations,https://journals.asm.org/doi/abs/10.1128/spectrum.01334-21,13,2022
random forest,phylogenomics,Graph-Based Whole Genome Phylogenomics,https://search.proquest.com/openview/5915fb8762a4518f39489b1cedec31b1/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,2020
random forest,phylogenomics,"Phylogenomics, biogeography and taxonomic revision of New Guinean pythons (Pythonidae, Leiopython) harvested for international trade",https://www.sciencedirect.com/science/article/pii/S1055790320302323,6,2021
random forest,phylogenomics,Computational approaches in viral ecology,https://www.sciencedirect.com/science/article/pii/S2001037020303081,22,2020
random forest,phylogenomics,"Between a rock and a dry place: phylogenomics, biogeography, and systematics of ridge-tailed monitors (Squamata: Varanidae: Varanus acanthurus complex)",https://www.sciencedirect.com/science/article/pii/S1055790322001294,7,2022
random forest,phylogenomics,On position-specific scoring matrix for protein function prediction,https://ieeexplore.ieee.org/abstract/document/5582078/,198,2010
random forest,phylogenomics,Harnessing machine learning to guide phylogenetic-tree search algorithms,https://www.nature.com/articles/s41467-021-22073-8,31,2021
random forest,phylogenomics,Investigating evolutionary history using phylogenomics,https://ses.library.usyd.edu.au/handle/2123/17979,NA,2018
random forest,phylogenomics,"i4mC-ROSE, a bioinformatics tool for the identification of DNA N4-methylcytosine sites in the Rosaceae genome",https://www.sciencedirect.com/science/article/pii/S0141813019385472,79,2020
random forest,phylogenomics,Taxonomic identity resolution of highly phylogenetically related strains and selection of phylogenetic markers by using genome-scale methods: the Bacillus …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163098,42,2016
random forest,phylogenomics,Machine learning approaches identify male body size as the most accurate predictor of species richness,https://link.springer.com/article/10.1186/s12915-020-00835-y,6,2020
random forest,phylogenomics,A community genomics approach to natural hybridization,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2023.0768,7,2023
random forest,phylogenomics,Metagenomic insights into genetic factors driving bacterial niche differentiation between bulk and rhizosphere soils,https://www.sciencedirect.com/science/article/pii/S0048969723028425,5,2023
support vector machine,phylogenomics,Tropical support vector machine and its applications to phylogenomics,https://arxiv.org/abs/2003.00677,9,2020
support vector machine,phylogenomics,Unsupervised Learning in Phylogenomic Analysis over the Space of Phylogenetic Trees,https://uknowledge.uky.edu/statistics_etds/39/,1,2019
support vector machine,phylogenomics,Tropical data science over the space of phylogenetic trees,https://link.springer.com/chapter/10.1007/978-3-030-82196-8_26,4,2022
support vector machine,phylogenomics,SVM-Prot: web-based support vector machine software for functional classification of a protein from its primary sequence,https://academic.oup.com/nar/article-abstract/31/13/3692/2904222,739,2003
support vector machine,phylogenomics,Support vector machine applied to predict the zoonotic potential of E. coli O157 cattle isolates,https://www.pnas.org/doi/abs/10.1073/pnas.1606567113,71,2016
support vector machine,phylogenomics,Using support vector machines to distinguish enzymes: approached by incorporating wavelet transform,https://www.sciencedirect.com/science/article/pii/S0022519308005584,22,2009
support vector machine,phylogenomics,Type III polyketide synthases: functional classification and phylogenomics,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cbic.201600522,144,2017
support vector machine,phylogenomics,Identification of Amaranthus Species Using Visible-Near-Infrared (Vis-NIR) Spectroscopy and Machine Learning Methods,https://www.mdpi.com/2072-4292/13/20/4149,17,2021
support vector machine,phylogenomics,"Predicting rRNA-, RNA-, and DNA-binding proteins from primary structure with support vector machines",https://www.sciencedirect.com/science/article/pii/S0022519305004212,136,2006
support vector machine,phylogenomics,Phylogenomics and geometric morphometrics define species flocks of snowtrout (Teleostei: Schizothorax) in the Central Himalayas,https://search.proquest.com/openview/6eb7f18e1115e0625ebbbd87f9a02f52/1?pq-origsite=gscholar&cbl=18750&diss=y,10,2019
support vector machine,phylogenomics,Phylogenomics reveal DcTPS-mediated terpenoid accumulation and environmental response in Dendrobium catenatum,https://www.sciencedirect.com/science/article/pii/S0926669023015649,1,2024
support vector machine,phylogenomics,Tropical support vector machine and its applications to phylogenomics (2020),NA,4,2003
support vector machine,phylogenomics,Deriving the phylogenetic information from some physicochemical properties of protein sequences computed,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.21599,NA,2011
support vector machine,phylogenomics,Prediction of functional class of proteins and peptides irrespective of sequence homology by support vector machines,https://journals.sagepub.com/doi/abs/10.4137/BBI.S315,12,2007
support vector machine,phylogenomics,Tropical data science,https://arxiv.org/abs/2005.06586,1,2020
support vector machine,phylogenomics,Combining machine learning and homology-based approaches to accurately predict subcellular localization in Arabidopsis,https://academic.oup.com/plphys/article-abstract/154/1/36/6111362,101,2010
support vector machine,phylogenomics,Predicting host taxonomic information from viral genomes: A comparison of feature representations,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1007894,40,2020
support vector machine,phylogenomics,Machine-learning classification suggests that many alphaproteobacterial prophages may instead be gene transfer agents,https://academic.oup.com/gbe/article-abstract/11/10/2941/5575074,22,2019
support vector machine,phylogenomics,Expansion of RiPP biosynthetic space through integration of pan-genomics and machine learning uncovers a novel class of lanthipeptides,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001026,80,2020
support vector machine,phylogenomics,Detection of gene orthology based on protein-protein interaction networks,https://ieeexplore.ieee.org/abstract/document/5341866/,11,2009
gradient boosted trees,phylogenomics,Plasmid permissiveness of wastewater microbiomes can be predicted from 16S rRNA sequences by machine learning,https://academic.oup.com/bioinformatics/article-abstract/39/7/btad400/7205324,NA,2023
gradient boosted trees,phylogenomics,Robust detection of point mutations involved in multidrug-resistant Mycobacterium tuberculosis in the presence of co-occurrent resistance markers,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008518,16,2020
gradient boosted trees,phylogenomics,The value of compression for taxonomic identification,https://ieeexplore.ieee.org/abstract/document/9867129/,4,2022
gradient boosted trees,phylogenomics,Interpreting tree ensemble machine learning models with endoR,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1010714,2,2022
gradient boosted trees,phylogenomics,Genomic adaptation of the picoeukaryote Pelagomonas calceolata to iron-poor oceans revealed by a chromosome-scale genome sequence,https://www.nature.com/articles/s42003-022-03939-z,8,2022
gradient boosted trees,phylogenomics,Feature Weighted Models (FWM) to address lineage dependency in drug-resistance prediction from Mycobacterium tuberculosis genome sequences,https://rvc-repository.worktribe.com/output/1592192,NA,NA
gradient boosted trees,phylogenomics,Feature weighted models to address lineage dependency in drug-resistance prediction from Mycobacterium tuberculosis genome sequences,https://academic.oup.com/bioinformatics/article-abstract/39/7/btad428/7222183,NA,2023
gradient boosted trees,phylogenomics,Exploring the role of plant lysin motif receptor-like kinases in regulating plant-microbe interactions in the bioenergy crop Populus,https://www.sciencedirect.com/science/article/pii/S2001037022006092,2,2023
gradient boosted trees,phylogenomics,Gut Colonization Mechanisms of Lactobacillus and Bifidobacterium: An Argument for Personalized Designs,https://www.annualreviews.org/doi/abs/10.1146/annurev-food-061120-014739,51,2021
random forest,proteomics,Nano Random Forests to mine protein complexes and their relationships in quantitative proteomics data,https://www.molbiolcell.org/doi/abs/10.1091/mbc.E16-06-0370,13,2017
random forest,proteomics,Application of the random forest classification algorithm to a SELDI‐TOF proteomics study in the setting of a cancer prevention trial,https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1196/annals.1310.015,154,2004
random forest,proteomics,"Proteomics-based, multivariate random forest method for prediction of protein separation behavior during cation-exchange chromatography",https://www.sciencedirect.com/science/article/pii/S0021967312008758,20,2012
random forest,proteomics,Proteomics analysis with a nano random forest approach reveals novel functional interactions regulated by SMC complexes on mitotic chromosomes,https://www.mcponline.org/article/S1535-9476(20)33505-2/fulltext,28,2016
random forest,proteomics,Application of the random forest classification method to peaks detected from mass spectrometric proteomic profiles of cancer patients and controls,https://www.degruyter.com/document/doi/10.2202/1544-6115.1349/html,47,2008
random forest,proteomics,Exploratory predicting protein folding model with random forest and hybrid features,https://www.ingentaconnect.com/content/ben/cp/2014/00000011/00000004/art00008,65,2014
random forest,proteomics,Machine learning applications in proteomics research: How the past can boost the future,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201300289,68,2014
random forest,proteomics,Machine Learning of Plasma Proteomics Classifies Diagnosis of Interstitial Lung Disease,https://www.atsjournals.org/doi/abs/10.1164/rccm.202309-1692OC,1,2024
random forest,proteomics,Enhancing top-down proteomics data analysis by combining deconvolution results through a machine learning strategy,https://pubs.acs.org/doi/abs/10.1021/jasms.0c00035,23,2020
random forest,proteomics,Machine learning on large-scale proteomics data identifies tissue and cell-type specific proteins,https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.2c00644,8,2023
random forest,proteomics,Integration of multi-omics data for prediction of phenotypic traits using random forest,https://link.springer.com/article/10.1186/s12859-016-1043-4,98,2016
random forest,proteomics,Machine learning algorithms based on proteomic data mining accurately predicting the recurrence of hepatitis B‐related hepatocellular carcinoma,https://onlinelibrary.wiley.com/doi/abs/10.1111/jgh.15940,8,2022
random forest,proteomics,An adaptive workflow coupled with Random Forest algorithm to identify intact N-glycopeptides detected from mass spectrometry,https://academic.oup.com/bioinformatics/article-abstract/30/13/1908/2422255,21,2014
random forest,proteomics,Integration of a deep learning classifier with a random forest approach for predicting malonylation sites,https://academic.oup.com/gpb/article-abstract/16/6/451/7225052,86,2018
random forest,proteomics,Using Proteomics Data to Identify Personalized Treatments in Multiple Myeloma: A Machine Learning Approach,https://www.mdpi.com/1422-0067/24/21/15570,1,2023
random forest,proteomics,Predicting missing proteomics values using machine learning: Filling the gap using transcriptomics and other biological features,https://www.sciencedirect.com/science/article/pii/S2001037022001349,3,2022
random forest,proteomics,Discovery of proteomics based on machine learning,https://arxiv.org/abs/1312.1025,1,2013
random forest,proteomics,RF-GlutarySite: a random forest based predictor for glutarylation sites,https://pubs.rsc.org/en/content/articlehtml/2019/mo/c9mo00028c,37,2019
random forest,proteomics,Statistical analysis of proteomics data: a review on feature selection,https://www.sciencedirect.com/science/article/pii/S1874391918304263,82,2019
random forest,proteomics,A review of imputation strategies for isobaric labeling-based shotgun proteomics,https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.0c00123,26,2020
gradient boosted trees,proteomics,Tree based models for classification of membrane and secreted proteins in heart,https://link.springer.com/article/10.1007/s42485-024-00131-1,NA,2024
gradient boosted trees,proteomics,Artificial intelligence-based prediction of Covid-19 severity on the results of protein profiling,https://www.sciencedirect.com/science/article/pii/S0169260721000717,40,2021
gradient boosted trees,proteomics,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,proteomics,Gradient Boosted Tree model: A fast track tool for predicting the Atmospheric Pressure Chemical Ionization-Mass Spectrometry signal of antipsychotics based on …,https://www.sciencedirect.com/science/article/pii/S016974392200065X,3,2022
gradient boosted trees,proteomics,Machine learning in mass spectrometric analysis of DIA data,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201900352,35,2020
gradient boosted trees,proteomics,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,proteomics,Machine learning to detect Alzheimer's disease from circulating non-coding RNAs,https://academic.oup.com/gpb/article-abstract/17/4/430/7229737,73,2019
gradient boosted trees,proteomics,Big data and data science in critical care,https://www.sciencedirect.com/science/article/pii/S0012369218307256,264,2018
gradient boosted trees,proteomics,Integrative analysis of transcriptomic and proteomic data of Desulfovibrio vulgaris: a non-linear model to predict abundance of undetected proteins,https://academic.oup.com/bioinformatics/article-abstract/25/15/1905/211925,41,2009
gradient boosted trees,proteomics,"Machine learning in schizophrenia genomics, a case‐control study using 5,090 exomes",https://onlinelibrary.wiley.com/doi/abs/10.1002/ajmg.b.32638,38,2019
gradient boosted trees,proteomics,Interpretable Machine Learning Leverages Proteomics to Improve Cardiovascular Disease Risk Prediction and Biomarker Identification,https://www.medrxiv.org/content/10.1101/2024.01.12.24301213.abstract,NA,2024
gradient boosted trees,proteomics,Ensemble learning-based prediction of COVID-19 positive patient groups determined by IL-6 levels and control individuals based on the proteomics data,NA,1,2021
gradient boosted trees,proteomics,A selective inference approach for false discovery rate control using multiomics covariates yields insights into disease risk,https://www.pnas.org/doi/abs/10.1073/pnas.1918862117,16,2020
gradient boosted trees,proteomics,Untargeted Metabolomics Identifies Potential Hypertrophic Cardiomyopathy Biomarkers in Carriers of MYBPC3 Founder Variants,https://www.mdpi.com/1422-0067/24/4/4031,3,2023
gradient boosted trees,proteomics,Imputing Single-Cell Protein Abundance in Multiplex Tissue Imaging,https://www.biorxiv.org/content/10.1101/2023.12.05.570058.abstract,NA,2023
gradient boosted trees,proteomics,Integrative analysis of transcriptomic and proteomic data of Shewanella oneidensis: missing value imputation using temporal datasets,https://pubs.rsc.org/en/content/articlehtml/2011/mb/c0mb00260g,14,2011
gradient boosted trees,proteomics,Survival prognostic factors in patients with acute myeloid leukemia using machine learning techniques,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254976,28,2021
gradient boosted trees,proteomics,Diagnostic Screening of Bovine Mastitis Using MALDI-TOF MS Direct-Spotting of Milk and Machine Learning,https://www.mdpi.com/2306-7381/10/2/101,4,2023
gradient boosted trees,proteomics,A pattern mixture model with long short-term memory network for acute kidney injury prediction,https://www.sciencedirect.com/science/article/pii/S1319157823000678,4,2023
gradient boosted trees,proteomics,Genome-wide MicroRNA expression profiles in COPD: early predictors for cancer development,https://academic.oup.com/gpb/article-abstract/16/3/162/7225008,42,2018
support vector machine,proteomics,A support vector machine model for the prediction of proteotypic peptides for accurate mass and time proteomics,https://academic.oup.com/bioinformatics/article-abstract/24/13/1503/237777,63,2008
support vector machine,proteomics,Bio-support vector machines for computational proteomics,https://academic.oup.com/bioinformatics/article-abstract/20/5/735/213954,110,2004
support vector machine,proteomics,A support vector machine model for the prediction of proteotypic peptides for accurate mass and time proteomics,https://academic.oup.com/bioinformatics/article-abstract/26/13/1677/201443,51,2010
support vector machine,proteomics,A new algorithm for the evaluation of shotgun peptide sequencing in proteomics: support vector machine classification of peptide MS/MS spectra and SEQUEST …,https://pubs.acs.org/doi/abs/10.1021/pr0255654,278,2003
support vector machine,proteomics,Support vector machines coupled with proteomics approaches for detecting biomarkers predicting chemotherapy resistance in small cell lung cancer,https://www.spandidos-publications.com/10.3892/or.2012.2037?text=fulltext,26,2012
support vector machine,proteomics,Proteome scanning to predict PDZ domain interactions using support vector machines,https://link.springer.com/article/10.1186/1471-2105-11-507,46,2010
support vector machine,proteomics,Determining protein–protein interaction using support vector machine: A review,https://ieeexplore.ieee.org/abstract/document/9320485/,19,2021
support vector machine,proteomics,Constructing support vector machine ensembles for cancer classification based on proteomic profiling,https://academic.oup.com/gpb/article-abstract/3/4/238/7210630,12,2005
support vector machine,proteomics,Support Vector Machine Classification of Probability Models and Peptide Features for Improved Peptide Identification from Shotgun Proteomics,https://ieeexplore.ieee.org/abstract/document/4457279/,2,2007
support vector machine,proteomics,Effect of training datasets on support vector machine prediction of protein‐protein interactions,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200401118,98,2005
support vector machine,proteomics,Applying bioinformatics to proteomics: Is machine learning the answer to biomarker discovery for PD and MSA?,https://movementdisorders.onlinelibrary.wiley.com/doi/abs/10.1002/mds.25189,16,2012
support vector machine,proteomics,SVM-SulfoSite: a support vector machine based predictor for sulfenylation sites,https://www.nature.com/articles/s41598-018-29126-x,16,2018
support vector machine,proteomics,A Support Vector Machine based method to distinguish proteobacterial proteins from eukaryotic plant proteins,https://link.springer.com/article/10.1186/1471-2105-13-S15-S9,19,2012
support vector machine,proteomics,SecProMTB: Support Vector Machine‐Based Classifier for Secretory Proteins Using Imbalanced Data Sets Applied to Mycobacterium tuberculosis,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201900007,19,2019
support vector machine,proteomics,A comparison of methods for classifying clinical samples based on proteomics data: a case study for statistical and machine learning approaches,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0024973,48,2011
support vector machine,proteomics,Using support vector machine combined with auto covariance to predict protein–protein interactions from protein sequences,https://academic.oup.com/nar/article-abstract/36/9/3025/1104168,724,2008
support vector machine,proteomics,Quality assessment of tandem mass spectra using support vector machine (SVM),https://link.springer.com/article/10.1186/1471-2105-10-S1-S49,13,2009
support vector machine,proteomics,Support vector machines for improved peptide identification from tandem mass spectrometry database search,https://link.springer.com/protocol/10.1007/978-1-59745-493-3_28,17,2009
support vector machine,proteomics,Artificial intelligence and machine learning for protein toxicity prediction using proteomics data,https://onlinelibrary.wiley.com/doi/abs/10.1111/cbdd.13701,30,2020
support vector machine,proteomics,Applications of support vector machine (SVM) learning in cancer genomics,https://cgp.iiarjournals.org/content/15/1/41.short,1266,2018
random forest,systems biology,Integrative analysis and machine learning on cancer genomics data using the Cancer Systems Biology Database (CancerSysDB),https://link.springer.com/article/10.1186/s12859-018-2157-7,34,2018
random forest,systems biology,An ensemble learning approach for modeling the systems biology of drug-induced injury,https://link.springer.com/article/10.1186/s13062-020-00288-x,14,2021
random forest,systems biology,Combined mechanistic modeling and machine-learning approaches in systems biology–A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0169260723003462,13,2023
random forest,systems biology,Application of machine learning in systems biology,https://search.proquest.com/openview/829d9d54407d6bba6de1b462e2b77609/1?pq-origsite=gscholar&cbl=2026366&diss=y,1,2020
random forest,systems biology,When the tree let us see the forest: systems biology and natural variation studies in forest species,https://link.springer.com/chapter/10.1007/124_2018_22,10,2020
random forest,systems biology,Prediction of chemoresistance trait of cancer cell lines using machine learning algorithms and systems biology analysis,https://link.springer.com/article/10.1186/s40537-021-00477-z,4,2021
random forest,systems biology,Iterative Random Forest Based High Performance Computing Methods Applied to Biological Systems and Human Health,https://trace.tennessee.edu/utk_graddiss/7134/,NA,2022
random forest,systems biology,A top-down approach to classify enzyme functional classes and sub-classes using random forest,https://link.springer.com/article/10.1186/1687-4153-2012-1,56,2012
random forest,systems biology,Using Machine Learning and Systems-Biology Approaches to Analyse Next-Generation Sequence Data in Cancers,https://core.ac.uk/download/pdf/83947829.pdf,NA,2016
random forest,systems biology,A sequence-based method to predict the impact of regulatory variants using random forest,https://link.springer.com/article/10.1186/s12918-017-0389-1,16,2017
random forest,systems biology,AI-based identification of therapeutic agents targeting GPCRs: introducing ligand type classifiers and systems biology,https://pubs.rsc.org/en/content/articlehtml/2023/sc/d3sc02352d,2,2023
random forest,systems biology,Graph-guided random forest for gene set selection,https://arxiv.org/abs/2108.11674,1,2021
random forest,systems biology,A comparative study of ensemble learning approaches in the classification of breast cancer metastasis,https://ieeexplore.ieee.org/abstract/document/5260680/,39,2009
random forest,systems biology,Data mining in the Life Sciences with Random Forest: a walk in the park or lost in the jungle?,https://academic.oup.com/bib/article-abstract/14/3/315/255469,453,2013
random forest,systems biology,An advanced systems biology framework of feature engineering for cold tolerance genes discovery from integrated omics and non-omics data in soybean,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.1019709/full,7,2022
random forest,systems biology,Severe COVID-19 patients exhibit elevated levels of autoantibodies targeting cardiolipin and platelet glycoprotein with age: a systems biology approach,https://www.nature.com/articles/s41514-023-00118-0,5,2023
random forest,systems biology,Systems Biology Approaches to Understanding COVID-19 Spread in the Population,https://link.springer.com/protocol/10.1007/978-1-0716-3577-3_15,1,2023
random forest,systems biology,Stability of Random Forest importance measures,https://academic.oup.com/bib/article-abstract/12/1/86/243935,355,2011
random forest,systems biology,Prediction of protein–RNA binding sites by a random forest method with combined features,https://academic.oup.com/bioinformatics/article-abstract/26/13/1616/201634,175,2010
random forest,systems biology,Systems biology and machine learning approaches identify metabolites that influence dietary lifespan and healthspan responses across flies and humans,https://www.biorxiv.org/content/10.1101/2023.07.09.548232.abstract,NA,2023
gradient boosted trees,systems biology,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,systems biology,Electrocorticography is superior to subthalamic local field potentials for movement decoding in Parkinson's disease,https://elifesciences.org/articles/75126,42,2022
gradient boosted trees,systems biology,Predicting molecular mechanisms of hereditary diseases by using their tissue‐selective manifestation,https://www.embopress.org/doi/abs/10.15252/msb.202211407,4,2023
gradient boosted trees,systems biology,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,systems biology,Advances in understanding the specificity function of transporters by machine learning,https://www.sciencedirect.com/science/article/pii/S0010482521006879,7,2021
gradient boosted trees,systems biology,In vitro and in vivo pipeline for validation of disease-modifying effects of systems biology-derived network treatments for traumatic brain injury—lessons …,https://www.mdpi.com/1422-0067/20/21/5395,13,2019
gradient boosted trees,systems biology,Machine learning framework for assessment of microbial factory performance,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210558,54,2019
gradient boosted trees,systems biology,Protein abundance prediction through machine learning methods,https://www.sciencedirect.com/science/article/pii/S0022283621005039,17,2021
gradient boosted trees,systems biology,Systems biology–derived genetic signatures of mastitis in dairy cattle: a new avenue for drug repurposing,https://www.mdpi.com/2076-2615/12/1/29,6,2021
gradient boosted trees,systems biology,Biosystems design by machine learning,https://pubs.acs.org/doi/abs/10.1021/acssynbio.0c00129,89,2020
gradient boosted trees,systems biology,TigerLily: Finding drug interactions in silico with the Graph,https://arxiv.org/abs/2204.08206,NA,2022
gradient boosted trees,systems biology,A selective inference approach for false discovery rate control using multiomics covariates yields insights into disease risk,https://www.pnas.org/doi/abs/10.1073/pnas.1918862117,16,2020
gradient boosted trees,systems biology,Prediction of the occurrence of calcium oxalate kidney stones based on clinical and gut microbiota characteristics,https://link.springer.com/article/10.1007/s00345-021-03801-7,9,2022
gradient boosted trees,systems biology,Modeling predicts differences in CAR T cell signaling due to biological variability,https://www.biorxiv.org/content/10.1101/2022.01.14.476364.abstract,3,2022
gradient boosted trees,systems biology,Prediction of sperm extraction in non-obstructive azoospermia patients: a machine-learning perspective,https://academic.oup.com/humrep/article-abstract/35/7/1505/5857532,45,2020
gradient boosted trees,systems biology,CNN-BLPred: a convolutional neural network based predictor for β-lactamases (BL) and their classes,https://link.springer.com/article/10.1186/s12859-017-1972-6,29,2017
gradient boosted trees,systems biology,Survival prognostic factors in patients with acute myeloid leukemia using machine learning techniques,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254976,28,2021
gradient boosted trees,systems biology,Machine learning hypothesis-generation for patient stratification and target discovery in rare disease: our experience with Open Science in ALS,https://www.frontiersin.org/articles/10.3389/fncom.2023.1199736/full,NA,2024
gradient boosted trees,systems biology,Systems Biology of Protein Secretion in Human Cells: Multi-Omics Analysis and Modeling of the Protein Secretion Process in Human Cells and Its Application,https://search.proquest.com/openview/7babb869266a5f8f6c7423793f99a939/1?pq-origsite=gscholar&cbl=2026366&diss=y,1,2021
gradient boosted trees,systems biology,A systems biology approach for identification and stepwise validation of pharmacotherapy candidates for traumatic brain injury,https://dspace.uef.fi/bitstream/handle/123456789/22654/urn_isbn_978-952-61-3297-6.pdf?sequence=1&isAllowed=y,1,2020
support vector machine,systems biology,Identification of marker genes discriminating the pathological stages in ovarian carcinoma by using support vector machine and systems biology,https://link.springer.com/chapter/10.1007/978-3-540-76931-6_33,2,2007
support vector machine,systems biology,Construction of precise support vector machine based models for predicting promoter strength,https://onlinelibrary.wiley.com/doi/abs/10.1007/s40484-017-0096-3,31,2017
support vector machine,systems biology,Machine Learning with Special Emphasis on Support Vector Machines (SVMs) in Systems Biology: A Plant Perspective,https://link.springer.com/chapter/10.1007/978-81-322-1880-7_16,NA,2014
support vector machine,systems biology,Identifying DNA-binding proteins by combining support vector machine and PSSM distance transformation,https://link.springer.com/article/10.1186/1752-0509-9-S1-S10,104,2015
support vector machine,systems biology,Support vector machine prediction of enzyme function with conjoint triad feature and hierarchical context,https://link.springer.com/article/10.1186/1752-0509-5-S1-S6,53,2011
support vector machine,systems biology,Identifying cancer biomarkers by network-constrained support vector machines,https://link.springer.com/article/10.1186/1752-0509-5-161,108,2011
support vector machine,systems biology,Cancer related gene identification via p-norm support vector machine,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d5bddbdcb8d756b94a028446381a0b8ed2954218,23,2010
support vector machine,systems biology,Distinguishing enzymes from non-enzymes via support vector machine,https://www.aporc.org/LNOR/9/OSB2008F22.pdf,7,2008
support vector machine,systems biology,"Computational systems biology methods in molecular biology, chemistry biology, molecular biomedicine, and biopharmacy",https://www.hindawi.com/journals/bmri/2014/746814/abs/,23,2014
support vector machine,systems biology,Systems Biology and Omics Approaches for Understanding Complex Disease Biology,https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2022.896818,9,2022
support vector machine,systems biology,Prediction of hepatotoxicity of traditional Chinese medicine compounds by support vector machine approach,https://ieeexplore.ieee.org/abstract/document/6990426/,7,2014
