"Model","Bio_term","Title","Link","Citations","Year"
"ordinary least squares","environmental biology","Monitoring ecological characteristics of a tallgrass prairie using an unmanned aerial vehicle","https://onlinelibrary.wiley.com/doi/abs/10.1111/rec.13339",15,2021
"ordinary least squares","environmental biology","Influences of spatial and temporal variation on fish-habitat relationships defined by regression quantiles","https://www.tandfonline.com/doi/full/10.1577/1548-8659(2002)131%3C0086:IOSATV%3E2.0.CO;2",153,2002
"ordinary least squares","environmental biology","An equation‐free method reveals the ecological interaction networks within complex microbial ecosystems","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12814",25,2017
"ordinary least squares","environmental biology","Does the Pareto distribution adequately describe the size‐distribution of lakes?","https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2011.56.1.0350",90,2011
"ordinary least squares","environmental biology","Reducing environmental bias when measuring natural selection","https://academic.oup.com/evolut/article-abstract/56/11/2156/6756302",73,2002
"ordinary least squares","environmental biology","Ecological predictors and functional implications of eye size in deep-sea shrimps","https://www.frontiersin.org/articles/10.3389/fevo.2022.787315/full",10,2022
"OLS","paleontology","Paleontology of","https://archives.datapages.com/data/bulletns/1980-81/images/pg/00650003/0550/05730a.pdf",3,1981
"OLS","paleontology","Small sample sizes in the study of ontogenetic allometry; implications for palaeobiology","https://peerj.com/articles/818/",40,2015
"OLS","paleontology","Geology and paleontology of Canal Zone and adjoining parts of Panama","https://books.google.com/books?hl=en&lr=&id=0hpyXpRyFy4C&oi=fnd&pg=RA1-PA241&dq=%22OLS%22+%22paleontology%22&ots=HitBU245Qb&sig=m6C3xjpseqlaLgMXYH6U0RqH94c",58,1964
"OLS","paleontology","Phylogenetic eigenvector regression in paleobiology","https://www.academia.edu/download/104944937/744219456ab95a7931059c183dba73560fba.pdf",10,2014
"OLS","paleontology","Prospective use of molecular paleontology to test for iron limitation on marine primary productivity","https://www.sciencedirect.com/science/article/pii/030442039290100O",22,1992
"OLS","paleontology","Biodiversity dynamics and their driving factors during the Cretaceous diversification of Spatangoida (Echinoidea, Echinodermata)","https://www.sciencedirect.com/science/article/pii/S0031018204004250",21,2004
"OLS","paleontology","Phylogenetic comparative methods: a user's guide for paleontologists","https://www.cambridge.org/core/elements/phylogenetic-comparative-methods/973B90CCB6F4B9E07CE23793F1E4D1AD",20,2021
"OLS","paleontology","Body-mass estimation in paleontology: a review of volumetric techniques","https://www.cambridge.org/core/journals/the-paleontological-society-papers/article/bodymass-estimation-in-paleontology-a-review-of-volumetric-techniques/16BA5B00CB196283C6D07A24AABAABBA",45,2016
"OLS","paleontology","Integrative Organismal Biology","https://vtechworks.lib.vt.edu/bitstream/handle/10919/104623/obab017.pdf?sequence=1","",""
"OLS","paleontology","The relationship between genus richness and geographic area in Late Cretaceous marine biotas: epicontinental sea versus open-ocean-facing settings","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0040472",18,2012
"OLS","paleontology","American Paleontology","https://bap.priweb2.org/downloads/pubs/item_pdf_5830.pdf","",""
"OLS","paleontology","Paleontology of brackish-water faunas in two tongues of the Cannonball Formation (Paleocene, Danian), Slope and Golden Valley Counties, southwestern North …","https://commons.und.edu/theses/307/",14,1974
"OLS","paleontology","Diversity of hadrosauroid dinosaurs from the Late Cretaceous Ibero-Armorican Island (European Archipelago) assessed from dentary morphology","https://www.sciencedirect.com/science/article/pii/S0195667115000397",21,2015
"OLS","paleontology","Including distorted specimens in allometric studies: linear mixed models account for deformation","https://academic.oup.com/iob/article-abstract/3/1/obab017/6277730",6,2021
"OLS","paleontology","The names don't matter but the numbers do: searching for stability in Carboniferous brachiopod paleocommunities from the North American Midcontinent","https://www.cambridge.org/core/journals/paleobiology/article/names-dont-matter-but-the-numbers-do-searching-for-stability-in-carboniferous-brachiopod-paleocommunities-from-the-north-american-midcontinent/0CF91A5018C093AABFE4A5BA739805CB",2,2021
"OLS","paleontology","Testing size–frequency distributions as a method of ontogenetic aging: a life-history assessment of hadrosaurid dinosaurs from the Dinosaur Park Formation of Alberta …","https://www.cambridge.org/core/journals/paleobiology/article/testing-sizefrequency-distributions-as-a-method-of-ontogenetic-aging-a-lifehistory-assessment-of-hadrosaurid-dinosaurs-from-the-dinosaur-park-formation-of-alberta-canada-with-implications-for-hadrosaurid-paleoecology/1C77B1FE6429CA6F41057EED6EDB4EB1",17,2020
"OLS","paleontology","Multivariate analysis of neognath skeletal measurements: implications for body mass estimation in Mesozoic birds","https://academic.oup.com/zoolinnean/article-abstract/173/4/929/2449817",43,2015
"OLS","paleontology","Advances in quantitative methods in dinosaur palaeobiology: a case study in horned dinosaur evolution","https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1032941144",10,2013
"OLS","paleontology","The Society of Vertebrate Paleontology 1940–1990, a fifty-year retrospective","https://www.tandfonline.com/doi/pdf/10.1080/02724634.1990.10011787",7,1990
"OLS","paleontology","COMPARATIVE METHODS: A USER'S GUIDE FOR PALEONTOLOGISTS","https://www.academia.edu/download/67229000/Soul_and_Wright_2021_PCMs_for_paleo_PageProofs.pdf","",2021
"OLS","neurobiology","Endogenous opioids and oligodendroglial function: possible autocrine/paracrine effects on cell survival and development","https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.1080",45,2001
"OLS","neurobiology","ERK1/2 activation in preexisting oligodendrocytes of adult mice drives new myelin synthesis and enhanced CNS function","https://www.jneurosci.org/content/36/35/9186.short",117,2016
"OLS","neurobiology","OLS is AOK for ACE: A regression-based approach to synthesizing political science and behavioral genetics models","https://link.springer.com/article/10.1007/s11109-012-9192-2",63,2013
"OLS","neurobiology","A comparison of Two-Stage Least Squares (TSLS) and Ordinary Least Squares (OLS) in estimating the structural relationship between after-school exercise and …","https://www.mdpi.com/2227-7390/9/23/3105",5,2021
"OLS","neurobiology","Height, education and later-life cognition in Latin America and the Caribbean","https://www.sciencedirect.com/science/article/pii/S1570677X10000389",94,2010
"OLS","neurobiology","Expression of oligodendrocyte and Oligoprogenitor cell proteins in frontal cortical White and gray matter: impact of adolescent development and ethanol exposure","https://www.frontiersin.org/articles/10.3389/fphar.2021.651418/full",6,2021
"OLS","neurobiology","The Neurobiology of Stress: Vulnerability, Resilience, and Major Depression: Gene expression in the primate orbitofrontal cortex related to anxious …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10710052/","",2023
"OLS","neurobiology","Age-related and cuprizone-induced changes in myelin and transcription factor gene expression and in oligodendrocyte cell densities in the rostral corpus callosum of …","https://link.springer.com/article/10.1007/s10571-009-9486-z",69,2010
"OLS","neurobiology","Socio-demographic predictors of prepulse inhibition: a prospective study in children and adolescents from Mexico City","https://www.sciencedirect.com/science/article/pii/S0301051118308512",6,2019
"OLS","neurobiology","Endogenous opioid system in developing normal and jimpy oligodendrocytes: μ and κ opioid receptors mediate differential mitogenic and growth responses","https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1098-1136(199802)22:2%3C189::AID-GLIA10%3E3.0.CO;2-U",105,1998
"OLS","neurobiology","Effects of chronic social stress on oligodendrocyte proliferation-maturation and myelin status in prefrontal cortex and amygdala in adult mice","https://www.sciencedirect.com/science/article/pii/S2352289522000261",18,2022
"OLS","neurobiology","Oligodendrogliopathy in multiple sclerosis: low glycolytic metabolic rate promotes oligodendrocyte survival","https://www.jneurosci.org/content/36/17/4698.short",115,2016
"OLS","neurobiology","Computational Methods for Analysis and Simulations of High Throughput Scale Regulatory Networks in Neurobiology","https://opus4.kobv.de/opus4-fau/files/14905/DoctoralThesisMartinaCantone.pdf","",2020
"OLS","neurobiology","Loss of hippocampal oligodendrocytes contributes to the deficit of contextual fear learning in adult rats experiencing early bisphenol A exposure","https://link.springer.com/article/10.1007/s12035-016-0003-3",25,2017
"OLS","neurobiology","μ-Opioid receptor activation enhances DNA synthesis in immature oligodendrocytes","https://www.sciencedirect.com/science/article/pii/S0006899396010979",52,1996
"OLS","neurobiology","Altered regulation of oligodendrocytes associated with parvalbumin neurons in the ventral hippocampus underlies fear generalization in male mice","https://www.nature.com/articles/s41386-023-01611-6",2,2023
"OLS","neurobiology","Neurobiology of periventricular leukomalacia in the premature infant","https://www.nature.com/articles/pr2001219",1324,2001
"OLS","neurobiology","Mice with conditional inactivation of fibroblast growth factor receptor-2 signaling in oligodendrocytes have normal myelin but display dramatic hyperactivity when …","https://www.jneurosci.org/content/26/47/12339.short",56,2006
"OLS","neurobiology","Oligodendrocytes and myelin: Active players in neurodegenerative brains?","https://onlinelibrary.wiley.com/doi/abs/10.1002/dneu.22867",25,2022
"OLS","neurobiology","HIV‐1 Tat and morphine have interactive effects on oligodendrocyte survival and morphology","https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.20746",99,2009
"OLS","metabolomics","Nontargeted metabolomics predicts the storage duration of white teas with 8-C N-ethyl-2-pyrrolidinone-substituted flavan-3-ols as marker compounds","https://www.sciencedirect.com/science/article/pii/S0963996919305216",54,2019
"OLS","metabolomics","PLS2 in Metabolomics","https://www.mdpi.com/2218-1989/9/3/51",32,2019
"OLS","metabolomics","Metabolomics Investigation Reveals That 8-C N-Ethyl-2-pyrrolidinone-Substituted Flavan-3-ols Are Potential Marker Compounds of Stored White Teas","https://pubs.acs.org/doi/abs/10.1021/acs.jafc.8b02038",88,2018
"OLS","metabolomics","PCA as a practical indicator of OPLS-DA model reliability","https://www.ingentaconnect.com/content/ben/cmb/2016/00000004/00000002/art00004",380,2016
"OLS","metabolomics","Feature selection in metabolomics with PLS-derived methods","https://dial.uclouvain.be/pr/boreal/object/boreal%3A219770/datastream/PDF_01/view",2,2019
"OLS","metabolomics","Kernel approaches for differential expression analysis of mass spectrometry-based metabolomics data","https://link.springer.com/article/10.1186/s12859-015-0506-3",37,2015
"OLS","metabolomics","Challenges of inversely estimating jacobian from metabolomics data","https://www.frontiersin.org/articles/10.3389/fbioe.2015.00188/full",14,2015
"OLS","metabolomics","Estimation and inference in metabolomics with non-random missing data and latent factors","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8248477/",11,2020
"OLS","metabolomics","Metabolomics Study of Human Urinary Metabolome Modifications After Intake of Almond (Prunus dulcis (Mill.) DA Webb) Skin Polyphenols","https://pubs.acs.org/doi/abs/10.1021/pr100639v",127,2010
"OLS","metabolomics","Metabolomics-based discovery of a metabolite that enhances oligodendrocyte maturation","https://www.nature.com/articles/nchembio.2517)",95,2018
"OLS","metabolomics","UHPLC-Q-Orbitrap-HRMS-based global metabolomics reveal metabolome modifications in plasma of young women after cranberry juice consumption","https://www.sciencedirect.com/science/article/pii/S0955286316304454",61,2017
"OLS","metabolomics","Evaluation of classifier performance for multiclass phenotype discrimination in untargeted metabolomics","https://www.mdpi.com/2218-1989/7/2/30",52,2017
"OLS","metabolomics","Stable biomarker screening and classification by subsampling-based sparse regularization coupled with support vector machines in metabolomics","https://www.sciencedirect.com/science/article/pii/S016974391630466X",25,2017
"OLS","metabolomics","Comparison of Metabolomics Approaches for Evaluating the Variability of Complex Botanical Preparations: Green Tea (Camellia sinensis) as a Case Study","https://pubs.acs.org/doi/abs/10.1021/acs.jnatprod.6b01156",70,2017
"OLS","metabolomics","An LC-MS-based metabolomics approach for exploring urinary metabolome modifications after cocoa consumption","https://pubs.acs.org/doi/abs/10.1021/pr900470a",163,2009
"OLS","metabolomics","An NMR metabolomics approach reveals a combined-biomarkers model in a wine interventional trial with validation in free-living individuals of the PREDIMED study","https://link.springer.com/article/10.1007/s11306-014-0735-x",31,2015
"OLS","metabolomics","Untargeted metabolomics with multivariate analysis to discriminate hazelnut (Corylus avellana L.) cultivars and their geographical origin","https://onlinelibrary.wiley.com/doi/abs/10.1002/jsfa.9998",52,2020
"OLS","metabolomics","Untargeted and targeted metabolomics reveal the chemical characteristic of pu-erh tea (Camellia assamica) during pile-fermentation","https://www.sciencedirect.com/science/article/pii/S0308814619320333",103,2020
"OLS","metabolomics","An untargeted metabolomics approach applied to the study of the bioavailability and metabolism of three different bioactive plant extracts in human blood samples","https://pubs.rsc.org/en/content/articlehtml/2024/fo/d4fo01522c","",2024
"OLS","metabolomics","A metabolomics‐driven approach to predict cocoa product consumption by designing a multimetabolite biomarker model in free‐living subjects from the PREDIMED …","https://onlinelibrary.wiley.com/doi/abs/10.1002/mnfr.201400434",61,2015
"OLS","systems biology","Learning causal networks from systems biology time course data: an effective model selection procedure for the vector autoregressive process","https://link.springer.com/article/10.1186/1471-2105-8-S2-S3",175,2007
"OLS","systems biology","A systems approach to integrative biology: an overview of statistical methods to elucidate association and architecture","https://academic.oup.com/icb/article-abstract/54/2/296/639118",13,2014
"OLS","systems biology","An introduction to the mathematical modeling in the study of cancer systems biology","https://journals.sagepub.com/doi/abs/10.1177/1176935118799754",12,2018
"OLS","systems biology","Bayesian uncertainty analysis for complex systems biology models: emulation, global parameter searches and evaluation of gene functions","https://link.springer.com/article/10.1186/s12918-017-0484-3",91,2018
"OLS","systems biology","Orthogonal projection to latent structures solution properties for chemometrics and systems biology data","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/cem.1398",21,2011
"OLS","systems biology","Granger causality in systems biology: Modeling gene networks in time series microarray data using vector autoregressive models","https://link.springer.com/chapter/10.1007/978-3-642-15060-9_2",34,2010
"OLS","systems biology","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://link.springer.com/article/10.1186/1752-0509-5-90",62,2011
"OLS","systems biology","Biomolecular networks: methods and applications in systems biology","https://books.google.com/books?hl=en&lr=&id=MCsUp_V-RV4C&oi=fnd&pg=PR7&dq=%22OLS%22+%22systems+biology%22&ots=CvOtW2VVp_&sig=E3IV8C0wQk7xkr21nIyaDarEwNE",245,2009
"OLS","systems biology","The Inferelator: an algorithm for learning parsimonious regulatory networks from systems-biology data sets de novo","https://link.springer.com/article/10.1186/gb-2006-7-5-r36",676,2006
"OLS","systems biology","Bayesian Causalities, Mappings, and Phylogenies: A Social Science Gateway for Modeling Ethnographic, Archaeological, Historical Ecological, and Biological …","https://link.springer.com/chapter/10.1007/978-3-319-45901-1_9","",2017
"OLS","systems biology","Machine learning in systems biology at different scales: from molecular biology to ecology","https://research-repository.st-andrews.ac.uk/handle/10023/7030","",2015
"OLS","systems biology","Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models","https://go.gale.com/ps/i.do?id=GALE%7CA441927663&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=17520509&p=AONE&sw=w",2,2011
"OLS","systems biology","AI-powered systems biology models to study human disease","https://search.proquest.com/openview/0a68eb8ec5cc6d1230279b93cb24b74c/1?pq-origsite=gscholar&cbl=18750&diss=y","",2022
"OLS","systems biology","Machine learning approach to reconstructing signalling pathways and interaction networks in biology","https://era.ed.ac.uk/handle/1842/7850",2,2013
"OLS","systems biology","Parameter sensitivity analysis for biochemical reaction networks","https://research-repository.st-andrews.ac.uk/handle/10023/17675",1,2019
"OLS","systems biology","Learning global models of transcriptional regulatory networks from data","https://link.springer.com/protocol/10.1007/978-1-59745-243-4_9",16,2009
"OLS","systems biology","Modeling gene expression regulatory networks with the sparse vector autoregressive model","https://link.springer.com/article/10.1186/1752-0509-1-39",199,2007
"OLS","systems biology","Analysis of biological systems","https://books.google.com/books?hl=en&lr=&id=qdu3CgAAQBAJ&oi=fnd&pg=PR7&dq=%22OLS%22+%22systems+biology%22&ots=UicS3YfFxA&sig=gSytzJFRwWBXjlayYJdf8LVoAH8",31,2015
"OLS","systems biology","Integrated systems analysis reveals a molecular network underlying autism spectrum disorders","https://www.embopress.org/doi/abs/10.15252/msb.20145487",145,2014
"OLS","systems biology","OLS client and OLS dialog: open source tools to annotate public omics datasets","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201700244",17,2017
"ordinary least squares","biodiversity","Modelling biodiversity","https://mpra.ub.uni-muenchen.de/id/eprint/39075","",2010
"ordinary least squares","biodiversity","Impact of natural disasters on biodiversity: evidence using quantile regression approach","https://research.monash.edu/en/publications/impact-of-natural-disasters-on-biodiversity-evidence-using-quanti",6,2019
"ordinary least squares","biodiversity","Nonparametric modelling of biodiversity: Determinants of threatened species","https://www.sciencedirect.com/science/article/pii/S0161893810001195",28,2011
"ordinary least squares","biodiversity","Testing the environmental Kuznets curve hypothesis for biodiversity risk in the US: A spatial econometric approach","https://www.mdpi.com/2071-1050/3/11/2182",54,2011
"ordinary least squares","biodiversity","The complex links between governance and biodiversity","https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2006.00521.x",107,2006
"ordinary least squares","biodiversity","Generalizing the use of geographical weights in biodiversity modelling","https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.12203",22,2014
"ordinary least squares","biodiversity","Economic growth, biodiversity loss and conservation effort","https://www.sciencedirect.com/science/article/pii/S0301479702002311",298,2003
"ordinary least squares","biodiversity","International trade and biodiversity: Is export a species killer?","https://www.sciencedirect.com/science/article/pii/S0921800924002106","",2024
"ordinary least squares","biodiversity","Investigating the N-shape EKC using capture fisheries as a biodiversity indicator: empirical evidence from selected 14 emerging countries","https://link.springer.com/article/10.1007/s11356-021-13156-6",23,2021
"ordinary least squares","biodiversity","Effects of the interaction among climate, terrain and human activities on biodiversity on the Qinghai-Tibet Plateau","https://www.sciencedirect.com/science/article/pii/S0048969721035695",65,2021
"ordinary least squares","biodiversity","Estimate the conservation value of biodiversity in national heritage site: A case of Forest Research Institute Malaysia","https://www.sciencedirect.com/science/article/pii/S187802961500626X",47,2015
"ordinary least squares","biodiversity","Economy or ecology? The relationship between biodiversity and human health in regions with different economic development","https://www.sciencedirect.com/science/article/pii/S1470160X23013808",4,2024
"ordinary least squares","biodiversity","Nonlinear partitioning of biodiversity effects on ecosystem functioning","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12804",12,2017
"ordinary least squares","biodiversity","Does Biodiversity Matter In The Tourism Demand Model? International Evidence","http://www.review-rper.com/index.php/rper/article/view/297","",2023
"ordinary least squares","biodiversity","Productivity analysis on ecosystems and biodiversity","https://www.taylorfrancis.com/chapters/edit/10.4324/9780203097878-8/productivity-analysis-ecosystems-biodiversity-kei-kabaya-shunsuke-managi","",2012
"ordinary least squares","biodiversity","Development and biodiversity conservation in Sub-Saharan Africa: A spatial analysis","https://shs.hal.science/halshs-00799175/",4,2013
"ordinary least squares","biodiversity","What is the observed relationship between species richness and productivity?","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/0012-9658(2001)082[2381:WITORB]2.0.CO;2",1950,2001
"ordinary least squares","biodiversity","Biodiversity and ecosystem services: A multi-scale empirical study of the relationship between species richness and net primary production","https://www.sciencedirect.com/science/article/pii/S0921800906001728",443,2007
"ordinary least squares","biodiversity","Parameterization of biodiversity–productivity relationship and its scale dependency using georeferenced tree‐level data","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.13129",46,2019
"ordinary least squares","biodiversity","Linkages between biodiversity loss and human health: a global indicator analysis","https://www.tandfonline.com/doi/abs/10.1080/09603120310001633895",48,2004
"ordinary least squares","disease classification","Classification of advanced and early stages of diabetic retinopathy from non-diabetic subjects by an ordinary least squares modeling method applied to OCTA images","https://opg.optica.org/abstract.cfm?uri=boe-11-8-4666",13,2020
"ordinary least squares","disease classification","Regularized least squares classifiers: applications to leukemia disease classification","https://search.proquest.com/openview/6bf80b4ac950a02a608baa1e8cb448df/1?pq-origsite=gscholar&cbl=18750&diss=y",1,2004
"ordinary least squares","disease classification","Combination of logistic regression and svm algorithm with hybrid pso and ga based selection feature in coronary heart disease classification","https://infor.seaninstitute.org/index.php/infokum/article/view/113",1,2021
"ordinary least squares","disease classification","Differential automatic diagnosis between Alzheimer's disease and frontotemporal dementia based on perfusion SPECT images","https://www.sciencedirect.com/science/article/pii/S0933365709000785",68,2009
"ordinary least squares","disease classification","Prediction of length of stay on the intensive care unit based on least absolute shrinkage and selection operator","https://ieeexplore.ieee.org/abstract/document/8793128/",23,2019
"ordinary least squares","disease classification","Social determinants and the classification of disease: descriptive epidemiology of selected socially mediated disease constellations","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0110271",18,2014
"ordinary least squares","disease classification","Comparative analysis of various regularization techniques in the prediction of heart diseases","https://ieeexplore.ieee.org/abstract/document/8365373/",1,2017
"ordinary least squares","disease classification","Bayesian variable selection for probit models with an application to clinical diagnosis","https://discovery.ucl.ac.uk/id/eprint/1551658/","",2017
"ordinary least squares","disease classification","Comparison among variable selection models and its application to health dataset","https://pubs.aip.org/aip/acp/article-abstract/2414/1/040085/2869746",1,2023
"ordinary least squares","disease classification","Developing new machine learning methods more robust to inter-subject and inter-scanner variability in structural MRI","https://repositorio.ul.pt/handle/10451/20564","",2015
"ordinary least squares","disease classification","Indiana chronic disease management program risk stratification analysis","https://journals.lww.com/lww-medicalcare/fulltext/2005/10000/National_Estimates_of_HIV_Related_Symptom.5.aspx",13,2005
"ordinary least squares","disease classification","Data Analysis and Computational Methods in Public Health Surveillance Data","","",""
"ordinary least squares","disease classification","Models solely using claims-based administrative data are poor predictors of rheumatoid arthritis disease activity","https://link.springer.com/article/10.1186/s13075-017-1294-0",7,2017
"ordinary least squares","disease classification","Identifying chronic disease patients using predictive algorithms in pharmacy administrative claims: an application in rheumatoid arthritis","https://www.tandfonline.com/doi/abs/10.1080/13696998.2021.1999132","",2021
"ordinary least squares","disease classification","Comparison of the length of stay and medical expenditures among Japanese hospitals for type 2 diabetes treatments: the box-cox transformation model under …","https://www.scirp.org/journal/paperinformation.aspx?paperid=62816",9,2016
"ordinary least squares","disease classification","A Two-Stage Feature Selection Approach for Robust Evaluation of Treatment Effects in High-Dimensional Observational Data","https://arxiv.org/abs/2111.13800","",2021
"ordinary least squares","disease classification","Statistical Shrinkage Methods for Classification, Prediction, and Feature Extraction Using Genomewide Gene Expression Data and Small Sample Sizes","https://digitalcommons.memphis.edu/etd/1204/","",2015
"ordinary least squares","disease classification","Improving LASSO performance for Grey Leaf Spot disease resistance prediction based on genotypic data by considering all possible two-way SNP interactions","https://academic.oup.com/ib/article-abstract/4/5/564/5208387",1,2012
"ordinary least squares","disease classification","Machine Learning-Based Prediction Models of Acute Respiratory Failure in Patients with Acute Pesticide Poisoning","https://www.mdpi.com/2227-7390/10/24/4633",2,2022
"ordinary least squares","disease classification","Robust adaptive Lasso in high-dimensional logistic regression","https://link.springer.com/article/10.1007/s10260-024-00760-2",1,2024
"OLS","evolution","Monitoring population evolution in China using time-series DMSP/OLS nightlight imagery","https://www.mdpi.com/2072-4292/10/2/194",59,2018
"OLS","evolution","Evolution of the energy consumed by street lighting in Spain estimated with DMSP-OLS data","https://www.sciencedirect.com/science/article/pii/S002240731300472X",96,2014
"OLS","evolution","Statistical properties of the ordinary least-squares, generalized least-squares, and minimum-evolution methods of phylogenetic inference","https://link.springer.com/article/10.1007/BF00161174",377,1992
"OLS","evolution","Evolution process of urban spatial pattern in Hubei Province based on DMSP/OLS nighttime light data","https://link.springer.com/article/10.1007/s11769-016-0814-1",18,2016
"OLS","evolution","Spatial pattern evolution and optimization of urban system in the Yangtze River economic belt, China, based on DMSP-OLS night light data","https://www.mdpi.com/2071-1050/10/10/3782",22,2018
"OLS","evolution","Using the NARMAX OLS‐ERR algorithm to obtain the most influential coupling functions that affect the evolution of the magnetosphere","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2010JA015505",99,2011
"OLS","evolution","Research on the spatio-temporal dynamic evolution characteristics and influencing factors of electrical power consumption in three urban agglomerations of Yangtze …","https://www.mdpi.com/2072-4292/13/6/1150",18,2021
"OLS","evolution","Spatiotemporal evolution of multiscale urbanization level in the Beijing-Tianjin-Hebei Region using the integration of DMSP/OLS and NPP/VIIRS night light datasets","https://www.mdpi.com/2071-1050/13/4/2000",12,2021
"OLS","evolution","When are two pieces better than one: fitting and testing OLS and RMA regressions","https://onlinelibrary.wiley.com/doi/abs/10.1002/env.2213",26,2013
"OLS","evolution","Ordinary least squares regression is indicated for studies of allometry","https://academic.oup.com/jeb/article-abstract/30/1/4/7412141",205,2017
"OLS","evolution","Monitoring evolving urban cluster systems using DMSP/OLS nighttime light data: a case study of the Yangtze River Delta region, China","https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-11/issue-4/046029/Monitoring-evolving-urban-cluster-systems-using-DMSP-OLS-nighttime-light/10.1117/1.JRS.11.046029.short",11,2017
"OLS","evolution","Detecting the 20 year city-size dynamics in China with a rank clock approach and DMSP/OLS nighttime data","https://www.sciencedirect.com/science/article/pii/S0169204615000195",92,2015
"OLS","evolution","Changing returns to education in Portugal during the 1980s and early 1990s: OLS and quantile regression estimators","https://www.tandfonline.com/doi/abs/10.1080/00036840122679",236,2001
"OLS","evolution","Spatio-temporal pattern evolution of carbon emissions at the city-county-town scale in Fujian Province based on DMSP/OLS and NPP/VIIRS nighttime light data","https://www.sciencedirect.com/science/article/pii/S0959652624004050",5,2024
"OLS","evolution","Economic returns to schooling in urban China: OLS and the instrumental variables approach","https://www.sciencedirect.com/science/article/pii/S1043951X09000078",128,2009
"OLS","evolution","Spatiotemporal evolution of West Africa's urban landscape characteristics applying harmonized DMSP-OLS and NPP-VIIRS nighttime light (NTL) data","https://link.springer.com/article/10.1007/s11769-022-1313-1",6,2022
"OLS","evolution","Spatial-Temporal Pattern Evolution of Xi'an Metropolitan Area Using DMSP/OLS and NPP/VIIRS Nighttime Light Data","https://www.mdpi.com/2071-1050/14/15/9747",2,2022
"OLS","evolution","Measuring the economic convergence by the OLS method. The European case","https://www.researchgate.net/profile/Martin-Maris-2/publication/312241516_Measuring_the_economic_convergence_by_the_OLS_method_The_European_case/links/5fd0e3d2a6fdcc697bf00bd7/Measuring-the-economic-convergence-by-the-OLS-method-The-European-case.pdf","",""
"OLS","evolution","Spatial evolution of population and industry in the United States","https://pubs.aeaweb.org/doi/abs/10.1257/aer.89.2.321",240,1999
"OLS","evolution","Urbanization and spillover effect for three megaregions in China: Evidence from DMSP/OLS nighttime lights","https://www.mdpi.com/2072-4292/10/12/1888",16,2018
"OLS","proteomics","OLS client and OLS dialog: open source tools to annotate public omics datasets","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201700244",17,2017
"OLS","proteomics","Megavariate data analysis of mass spectrometric proteomics data using latent variable projection method","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200300515",87,2003
"OLS","proteomics","Strategies to enable large-scale proteomics for reproducible research","https://www.nature.com/articles/s41467-020-17641-3",106,2020
"OLS","proteomics","Statistical methods for quantitative mass spectrometry proteomic experiments with labeling","https://link.springer.com/article/10.1186/1471-2105-13-S16-S7",69,2012
"OLS","proteomics","A guide to the Proteomics Identifications Database proteomics data repository","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200900402",277,2009
"OLS","proteomics","Proteomics reveals the molecular underpinnings of stronger learning and memory in eastern compared to western bees","https://www.mcponline.org/article/S1535-9476(20)32268-4/fulltext",26,2018
"OLS","proteomics","BayesENproteomics: Bayesian elastic nets for quantification of peptidoforms in complex samples","https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.9b00468",12,2020
"OLS","proteomics","Introduction to opportunities and pitfalls in functional mass spectrometry based proteomics","https://www.sciencedirect.com/science/article/pii/S1570963913002562",43,2014
"OLS","proteomics","The human oligodendrocyte proteome","https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201300201",31,2013
"OLS","proteomics","Peptide-level robust ridge regression improves estimation, sensitivity, and specificity in data-dependent quantitative label-free shotgun proteomics","https://www.mcponline.org/article/S1535-9476(20)33694-X/fulltext",101,2016
