,Model,Bio_term,Title,Link,Citations,Year
19,{'linear regression'},{'disease classification'},A comprehensive search for expert classification methods in disease diagnosis and prediction,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12343,39.0,2019.0
76,{'linear regression'},{'phylogenomics'},Advancing mite phylogenomics: designing ultraconserved elements for Acari phylogeny,https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-0998.12962,39.0,2019.0
679,"{'ordinary least squares', 'OLS'}","{'biodiversity', 'ecology', 'conservation', 'biology'}","Monitoring urban sprawl and the national ecological reserve in Sintra-Cascais, Portugal: Multiple OLS linear regression model evaluation",https://ascelibrary.org/doi/abs/10.1061/(ASCE)UP.1943-5444.0000059,39.0,2011.0
1076,{'ordinary least squares'},{'genetics'},"The relation between breeding management and 305-day milk production, determined via principal components regression and partial least squares",https://www.sciencedirect.com/science/article/pii/S0301622600001561,38.0,2000.0
569,{'OLS'},{'genomics'},L2-Boosting algorithm applied to high-dimensional problems in genomic selection,https://www.cambridge.org/core/journals/genetics-research/article/l2boosting-algorithm-applied-to-highdimensional-problems-in-genomic-selection/82AC264C061ED70D187A215C7754B973,38.0,2010.0
423,"{'ordinary least squares', 'OLS'}",{'disease ecology'},Exploratory study on the spatial relationship between emerging infectious diseases and urban characteristics: Cases from Korea,https://www.sciencedirect.com/science/article/pii/S2210670720308878,38.0,2021.0
295,{'ordinary least squares'},{'immunology'},Determinants and reference ranges of serum immunoglobulins in middle-aged and elderly individuals: a population-based study,https://link.springer.com/article/10.1007/s10875-021-01120-5,38.0,2021.0
535,{'ordinary least squares'},{'paleontology'},Inferring flight parameters of Mesozoic avians through multivariate analyses of forelimb elements in their living relatives,https://www.cambridge.org/core/journals/paleobiology/article/inferring-flight-parameters-of-mesozoic-avians-through-multivariate-analyses-of-forelimb-elements-in-their-living-relatives/75C93055D6BB1469DF358D5D9660DB00,38.0,2017.0
545,{'linear regression'},{'metabolomics'},IntLIM: integration using linear models of metabolomics and gene expression data,https://link.springer.com/article/10.1186/s12859-018-2085-6,38.0,2018.0
607,{'OLS'},{'disease classification'},Machine learning-based identification of patients with a cardiovascular defect,https://link.springer.com/article/10.1186/s40537-021-00524-9,38.0,2021.0
130,{'OLS'},{'ecology'},Are spatial regression methods a panacea or a Pandora's box? A reply to Beale et al.(2007),https://onlinelibrary.wiley.com/doi/full/10.1111/j.2007.0906-7590.05358.x,38.0,2007.0
930,{'linear regression'},{'metabolomics'},SECIMTools: a suite of metabolomics data analysis tools,https://link.springer.com/article/10.1186/s12859-018-2134-1,38.0,2018.0
175,{'ordinary least squares'},{'biogeography'},Biogeographic interpretation of splits graphs: least squares optimization of branch lengths,https://academic.oup.com/sysbio/article-abstract/54/1/56/2842924,38.0,2005.0
444,{'OLS'},{'environmental biology'},Fish fins and scales as non-lethally sampled tissues for stable isotope analysis in five fish species of north–eastern Spain,https://link.springer.com/article/10.1007/s10641-014-0328-6,38.0,2015.0
434,"{'ordinary least squares', 'OLS'}",{'phylogenomics'},Fast and accurate branch lengths estimation for phylogenomic trees,https://link.springer.com/article/10.1186/s12859-015-0821-8,37.0,2016.0
648,"{'ordinary least squares', 'OLS'}",{'disease ecology'},Missing the people for the trees: Identifying coupled natural–human system feedbacks driving the ecology of Lyme disease,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.13289,37.0,2019.0
611,{'linear regression'},{'conservation'},"Management strategies for sustainability education, planning, design, energy conservation in California higher education",https://www.emerald.com/insight/content/doi/10.1108/IJSHE-03-2014-0038/full/html,37.0,2015.0
11,{'ordinary least squares'},{'immunology'},A comparison of least squares regression and geographically weighted regression modeling of West Nile virus risk based on environmental parameters,https://peerj.com/articles/3070/?td=tw,37.0,2017.0
125,{'OLS'},{'environmental biology'},Anti‐Dermatophyte and Anti‐Malassezia Activity of Extracts Rich in Polymeric Flavan‐3‐ols Obtained from Vitis vinifera Seeds,https://onlinelibrary.wiley.com/doi/abs/10.1002/ptr.5739,37.0,2017.0
332,{'ordinary least squares'},{'environmental biology'},Do Iberian and European fish faunas exhibit convergent functional structure along environmental gradients?,https://www.journals.uchicago.edu/doi/abs/10.1899/09-125.1,37.0,2010.0
376,{'ordinary least squares'},{'environmental biology'},"Environmental influences on the trawl catches in a bay-estuarine system of Goa, west coast of India",https://www.sciencedirect.com/science/article/pii/S0272771402002019,37.0,2003.0
442,{'OLS'},{'biodiversity'},Finance for nature: A global estimate of public biodiversity investments,https://www.sciencedirect.com/science/article/pii/S2212041620301583,37.0,2020.0
568,"{'ordinary least squares', 'OLS'}",{'metabolomics'},Kernel approaches for differential expression analysis of mass spectrometry-based metabolomics data,https://link.springer.com/article/10.1186/s12859-015-0506-3,37.0,2015.0
1026,{'ordinary least squares'},{'genetics'},The LASSO and sparse least squares regression methods for SNP selection in predicting quantitative traits,https://ieeexplore.ieee.org/abstract/document/6051425/,37.0,2011.0
566,{'ordinary least squares'},{'proteomics'},Isotope pattern deconvolution for peptide mass spectrometry by non-negative least squares/least absolute deviation template matching,https://link.springer.com/article/10.1186/1471-2105-13-291,37.0,2012.0
523,{'ordinary least squares'},{'paleontology'},Implications of beak morphology for the evolutionary paleoecology of the megaherbivorous dinosaurs from the Dinosaur Park Formation (upper Campanian) of Alberta …,https://www.sciencedirect.com/science/article/pii/S0031018213005087,37.0,2014.0
1088,{'ordinary least squares'},{'ecology'},The use of regression for detecting competition with multicollinear data,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1941282,37.0,1988.0
158,{'linear regression'},{'disease classification'},Bayesian optimization with support vector machine model for parkinson disease classification,https://www.mdpi.com/1424-8220/23/4/2085,37.0,2023.0
199,{'ordinary least squares'},{'neurobiology'},Cerebellar gray matter explains bimanual coordination performance in children and older adults,https://www.sciencedirect.com/science/article/pii/S0197458018300241,36.0,2018.0
215,{'ordinary least squares'},{'phylogenetics'},Combinatorics of least-squares trees,https://www.pnas.org/doi/abs/10.1073/pnas.0802089105,36.0,2008.0
348,{'OLS'},{'biodiversity'},"Economic development, institutions, and biodiversity loss at the global scale",https://link.springer.com/article/10.1007/s10113-015-0754-9,36.0,2016.0
687,{'ordinary least squares'},{'immunology'},Multi-method genome-and epigenome-wide studies of inflammatory protein levels in healthy older adults,https://link.springer.com/article/10.1186/s13073-020-00754-1,36.0,2020.0
913,"{'ordinary least squares', 'linear regression'}",{'ecology'},Rethinking the linear regression model for spatial ecological data,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-1899.1,35.0,2013.0
178,{'OLS'},{'biogeography'},Biogeography of human infectious diseases: A global historical analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0106752,35.0,2014.0
1000,{'linear regression'},{'phylogenetics'},"Sulphate reduction, methanogenesis and phylogenetics of the sulphate reducing bacterial communities along an estuarine gradient",https://www.int-res.com/abstracts/ame/v37/n3/p209-217/,35.0,2004.0
491,{'linear regression'},{'disease classification'},Heart disease classification using PCA and feed forward neural networks,https://link.springer.com/chapter/10.1007/978-3-319-03844-5_10,35.0,2013.0
511,{'OLS'},{'proteomics'},Identification of proteins whose expression is up-or down-regulated in the mushroom bodies in the honeybee brain using proteomics,https://www.sciencedirect.com/science/article/pii/S0014579306014347,35.0,2007.0
1010,{'linear regression'},{'systems biology'},Systems biology of the human microbiome,https://www.sciencedirect.com/science/article/pii/S0958166917301830,35.0,2018.0
1114,"{'ordinary least squares', 'OLS'}",{'phylogenomics'},Unravelling hybridization in Phytophthora using phylogenomics and genome size estimation,https://link.springer.com/article/10.1186/s43008-021-00068-w,35.0,2021.0
359,{'ordinary least squares'},{'biogeography'},Effects of historical and contemporary factors on global patterns in avian species richness,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2699.2008.01901.x,35.0,2008.0
248,{'ordinary least squares'},{'biology'},Confidence regions and hypothesis tests for topologies using generalized least squares,https://academic.oup.com/mbe/article-abstract/20/6/862/982686,34.0,2003.0
85,{'linear regression'},{'neurobiology'},Alcohol abuse and cigarette smoking are associated with global DNA hypermethylation: results from the German Investigation on Neurobiology in Alcoholism (GINA),https://www.sciencedirect.com/science/article/pii/S0741832914201996,34.0,2015.0
483,{'OLS'},{'systems biology'},Granger causality in systems biology: Modeling gene networks in time series microarray data using vector autoregressive models,https://link.springer.com/chapter/10.1007/978-3-642-15060-9_2,34.0,2010.0
766,{'ordinary least squares'},{'biogeography'},Papua New Guinea terrestrial‐vertebrate richness: Elevation matters most for all except reptiles,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.12949,34.0,2017.0
378,{'linear regression'},{'systems biology'},Enzyme kinetics and computational modeling for systems biology,https://www.sciencedirect.com/science/article/pii/S0076687909670221,34.0,2009.0
1134,{'OLS'},{'conservation'},Valuation of species and nature conservation in Asia and Oceania: a meta-analysis,https://link.springer.com/article/10.1007/s10018-011-0019-x,34.0,2012.0
752,{'ordinary least squares'},{'genetics'},Ordinary least squares regression of ordered categorical data: inferential implications for practice,https://link.springer.com/article/10.1007/s13253-014-0176-z,34.0,2014.0
1053,{'linear regression'},{'evolution'},The evolution of academic performance in emergency medicine journals: viewpoint from 2000 to 2009 journal citation reports,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.2011.01137.x,34.0,2011.0
422,{'ordinary least squares'},{'developmental biology'},Explaining differences in the lifespan and replicative capacity of cells: a general model and comparative analysis of vertebrates,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2012.1129,33.0,2012.0
1058,{'OLS'},{'conservation'},The impact of agricultural conservation easement on nearby house prices: Incorporating spatial autocorrelation and spatial heterogeneity,https://www.sciencedirect.com/science/article/pii/S1104689916300459,33.0,2016.0
867,{'linear regression'},{'paleontology'},Quantitative trilobite studies I. The statistical description of trilobites,https://www.jstor.org/stable/1300620,33.0,1956.0
223,{'linear regression'},{'phylogenomics'},Comparative genomics and phylogenomics of hemotrophic mycoplasmas,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0091445,33.0,2014.0
354,{'OLS'},{'conservation'},"Ecotourism: the 'human shield'for wildlife conservation in the Osa Peninsula, Costa Rica",https://www.tandfonline.com/doi/abs/10.1080/14724049.2019.1686006,33.0,2020.0
646,{'ordinary least squares'},"{'genomics', 'bioinformatics'}",Mining for genotype-phenotype relations in Saccharomyces using partial least squares,https://link.springer.com/article/10.1186/1471-2105-12-318,32.0,2011.0
1109,{'linear regression'},{'immunology'},Two decades of excellent transplant survival for chronic granulomatous disease: a supraregional immunology transplant center report,https://ashpublications.org/blood/article-abstract/133/23/2546/273828,32.0,2019.0
760,"{'ordinary least squares', 'linear regression', 'OLS'}",{'metabolomics'},PLS2 in Metabolomics,https://www.mdpi.com/2218-1989/9/3/51,32.0,2019.0
1060,{'OLS'},{'genomics'},The impact of personal genomics on risk perceptions and medical decision-making,https://www.nature.com/articles/nbt.3661,32.0,2016.0
50,{'ordinary least squares'},{'medical imaging'},A path algorithm for the support vector domain description and its application to medical imaging,https://www.sciencedirect.com/science/article/pii/S1361841507000710,32.0,2007.0
1056,{'OLS'},{'proteomics'},The human oligodendrocyte proteome,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201300201,31.0,2013.0
1161,{'linear regression'},{'neurobiology'},… serum levels during alcohol withdrawal are influenced by folate and riboflavin: results from the German Investigation on Neurobiology in Alcoholism (GINA),https://academic.oup.com/alcalc/article-abstract/47/5/497/98894,31.0,2012.0
5,{'linear regression'},{'biogeography'},A biogeographical perspective on species abundance distributions: recent advances and opportunities for future research,https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.13008,31.0,2017.0
95,{'OLS'},{'metabolomics'},An NMR metabolomics approach reveals a combined-biomarkers model in a wine interventional trial with validation in free-living individuals of the PREDIMED study,https://link.springer.com/article/10.1007/s11306-014-0735-x,31.0,2015.0
557,{'OLS'},{'marine biology'},Invasion by the marine gastropod Ocinebrellus inornatus in France. III. Comparison of biological traits with the resident species Ocenebra erinacea,https://link.springer.com/article/10.1007/s00227-004-1421-8,31.0,2004.0
882,{'ordinary least squares'},{'microbiology'},Reflections on the use of robust and least-squares non-linear regression to model challenge tests conducted in/on food products,https://www.sciencedirect.com/science/article/pii/S0168160505002461,31.0,2005.0
825,{'linear regression'},{'neurobiology'},Predicting long-term cognitive dysfunction in survivors of critical illness with plasma inflammatory markers: a retrospective cohort study,https://link.springer.com/article/10.1007/s12035-018-1166-x,31.0,2019.0
955,{'OLS'},{'ecology'},Spatial configuration of groundwater potential zones using OLS regression method,https://www.sciencedirect.com/science/article/pii/S1464343X21000480,31.0,2021.0
419,{'linear regression'},{'microbiology'},"Experimental design, data processing and model fitting in predictive microbiology",https://books.google.com/books?hl=en&lr=&id=lqOjAgAAQBAJ&oi=fnd&pg=PA22&dq=%22linear+regression%22+%22microbiology%22&ots=oEYivliCeF&sig=RU2aOROVDwOcQyk0C0Ndo9Hf54M,31.0,2007.0
62,"{'ordinary least squares', 'OLS'}",{'ecology'},A test of the metabolic theory of ecology with two longevity data sets reveals no common cause of scaling in biological times,https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12023,31.0,2014.0
112,{'OLS'},{'systems biology'},Analysis of biological systems,https://books.google.com/books?hl=en&lr=&id=qdu3CgAAQBAJ&oi=fnd&pg=PR7&dq=%22OLS%22+%22systems+biology%22&ots=UicS3YfFxA&sig=gSytzJFRwWBXjlayYJdf8LVoAH8,31.0,2015.0
1145,{'ordinary least squares'},{'phylogenetics'},Weighted least-squares likelihood ratio test for branch testing in phylogenies reconstructed from distance measures,https://academic.oup.com/sysbio/article-abstract/54/2/218/2842873,31.0,2005.0
87,{'ordinary least squares'},"{'ecology', 'biology'}",Allometric Slopes Not Underestimated by Ordinary Least Squares Regression: A Case Study with Enchenopa Treehoppers (Hemiptera: Membracidae),https://academic.oup.com/aesa/article-abstract/104/3/562/23145,30.0,2011.0
744,{'OLS'},{'proteomics'},One thousand and one software for proteomics: tales of the toolmakers of science,https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.9b00219,30.0,2019.0
746,{'OLS'},{'medical imaging'},"Optical measurement of adipose tissue thickness and comparison with ultrasound, magnetic resonance imging, and callipers",https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics/volume-14/issue-4/044017/Optical-measurement-of-adipose-tissue-thickness-and-comparison-with-ultrasound/10.1117/1.3184425.short,30.0,2009.0
0,"{'ordinary least squares', 'OLS'}",{'medical imaging'},4D flow MRI pressure estimation using velocity measurement-error-based weighted least-squares,https://ieeexplore.ieee.org/abstract/document/8908717/,30.0,2019.0
737,{'ordinary least squares'},{'evolution'},On the consistency of the minimum evolution principle of phylogenetic inference,https://www.sciencedirect.com/science/article/pii/S0166218X02002858,30.0,2003.0
285,{'OLS'},{'immunology'},Dendritic cells regulate extrafollicular autoreactive B cells via T cells expressing Fas and Fas ligand,https://www.cell.com/immunity/fulltext/S1074-7613(16)30393-4,30.0,2016.0
1054,"{'ordinary least squares', 'OLS'}",{'conservation'},The geometry of spatial analyses: implications for conservation biologists,https://repositorio.inpa.gov.br/handle/1/16166,30.0,2011.0
325,{'OLS'},{'disease classification'},Disease classification: from phenotypic similarity to integrative genomics and beyond,https://academic.oup.com/bib/article-abstract/20/5/1769/5043113,30.0,2019.0
837,{'linear regression'},{'genetics'},"Prediction of skin color, tanning and freckling from DNA in Polish population: linear regression, random forest and neural network approaches",https://link.springer.com/article/10.1007/s00439-019-02012-w,29.0,2019.0
4,{'linear regression'},{'conservation'},A bin method for calculating energy conservation retrofit savings in commercial buildings,https://oaktrust.library.tamu.edu/handle/1969.1/6640,29.0,1994.0
1124,{'linear regression'},{'developmental biology'},"Use of life tables to quantify reproductive and developmental biology of Gonatocerus triguttatus (Hymenoptera: Mymaridae), an egg parasitoid of Homalodisca …",https://www.sciencedirect.com/science/article/pii/S1049964407000916,29.0,2007.0
775,"{'ordinary least squares', 'linear regression'}",{'bioinformatics'},Partial least squares (PLS) applied to medical bioinformatics,https://www.sciencedirect.com/science/article/pii/S1877050911005163,29.0,2011.0
788,{'ordinary least squares'},{'paleontology'},Phanerozoic trends in brachiopod body size from synoptic data,https://www.cambridge.org/core/journals/paleobiology/article/phanerozoic-trends-in-brachiopod-body-size-from-synoptic-data/F4DBC40AAE59658AD1053FB19D5A3701,29.0,2015.0
708,"{'ordinary least squares', 'OLS'}",{'medical imaging'},Noise in Diffuse Optical Imaging and Wavelet-Based Response Estimation,https://ieeexplore.ieee.org/abstract/document/4637860/,29.0,2008.0
1093,"{'ordinary least squares', 'OLS'}",{'developmental biology'},Thermodynamics constrains allometric scaling of optimal development time in insects,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0084308,29.0,2013.0
828,{'OLS'},{'marine biology'},Predicting potential fishing zones of Japanese common squid (Todarodes pacificus) using remotely sensed images in coastal waters of south-western Hokkaido …,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003169246-15/predicting-potential-fishing-zones-japanese-common-squid-todarodes-pacificus-using-remotely-sensed-images-coastal-waters-south-western-hokkaido-japan-xun-zhang-sei-ichi-saitoh-toru-hirawake,29.0,2021.0
626,{'OLS'},{'bioinformatics'},Mediation analysis for survival data with high-dimensional mediators,https://academic.oup.com/bioinformatics/article-abstract/37/21/3815/6337967,29.0,2021.0
610,{'OLS'},{'disease ecology'},"Malaria ecology, child mortality & fertility",https://www.sciencedirect.com/science/article/pii/S1570677X16301782,29.0,2017.0
64,{'ordinary least squares'},{'metabolomics'},A workflow for missing values imputation of untargeted metabolomics data,https://www.mdpi.com/2218-1989/10/12/486,28.0,2020.0
470,{'linear regression'},{'environmental biology'},Genotype x environment interaction and stability analysis of cotton yield in Aegean region of Turkey,https://www.researchgate.net/profile/Fatih-Killi/publication/6391090_Genotype_X_environment_interaction_and_stability_analysis_of_cotton_yield_in_Aegean_region_of_Turkey/links/004635200e7170e55d000000/Genotype-X-environment-interaction-and-stability-analysis-of-cotton-yield-in-Aegean-region-of-Turkey.pdf,28.0,2006.0
714,"{'ordinary least squares', 'OLS'}",{'biodiversity'},Nonparametric modelling of biodiversity: Determinants of threatened species,https://www.sciencedirect.com/science/article/pii/S0161893810001195,28.0,2011.0
701,{'linear regression'},{'phylogenomics'},Negative correlation between rates of molecular evolution and flowering cycles in temperate woody bamboos revealed by plastid phylogenomics,https://link.springer.com/article/10.1186/s12870-017-1199-8,28.0,2017.0
458,{'linear regression'},{'marine biology'},"Generalised linear modelling of fecundity at length in southern rock lobsters, Jasus edwardsii",https://link.springer.com/article/10.1007/s00227-009-1226-x,28.0,2009.0
686,{'OLS'},{'medical imaging'},Motion estimation and compensation in medical imaging,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=624cbb60ebcc783a0cde6a867bdefd4381e09109,27.0,2001.0
580,{'linear regression'},{'microbiology'},Limited sampling strategies using linear regression and the Bayesian approach for therapeutic drug monitoring of moxifloxacin in tuberculosis patients,https://journals.asm.org/doi/abs/10.1128/aac.00384-19,27.0,2019.0
16,{'OLS'},{'marine biology'},"A comparison of the fishery biology of three Illex coindetii Verany, 1839 (Cephalopoda: Ommastrephidae) populations from the European Atlantic and Mediterranean …",https://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000071/00000001/art00011,27.0,2002.0
840,{'linear regression'},{'microbiology'},Predictors of academic performance of medical undergraduate students of microbiology class in Kolkata,https://pdfs.semanticscholar.org/0887/bb045d33eb22fb3793088782b3c7c2a0a83c.pdf,27.0,2014.0
691,{'linear regression'},{'bioinformatics'},Multiple linear regression for protein secondary structure prediction,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.1036,26.0,2001.0
428,{'linear regression'},{'paleontology'},Extinct meets extant: simple models in paleontology and molecular phylogenetics,https://www.cambridge.org/core/journals/paleobiology/article/extinct-meets-extant-simple-models-in-paleontology-and-molecular-phylogenetics/8B215B402FEA2B5A05D7B39EE4DD5935,26.0,2004.0
1039,{'linear regression'},{'biogeography'},The biogeography of ecoregions: Descriptive power across regions and taxa,https://onlinelibrary.wiley.com/doi/abs/10.1111/JBI.13871,26.0,2020.0
832,{'ordinary least squares'},{'ecology'},Prediction intervals for climate reconstructions with autocorrelated noise—An analysis of ordinary least squares and measurement error methods,https://www.sciencedirect.com/science/article/pii/S0031018211002914,26.0,2011.0
854,{'OLS'},{'proteomics'},Proteomics reveals the molecular underpinnings of stronger learning and memory in eastern compared to western bees,https://www.mcponline.org/article/S1535-9476(20)32268-4/fulltext,26.0,2018.0
550,{'linear regression'},{'disease ecology'},Integrating survey and molecular approaches to better understand wildlife disease ecology,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0046310,26.0,2012.0
120,{'ordinary least squares'},{'biology'},Analyzing multilevel data: Comparing findings from hierarchical linear modeling and ordinary least squares regression,https://link.springer.com/article/10.1007/s10734-013-9615-y,26.0,2013.0
1150,{'OLS'},"{'evolution', 'biology'}",When are two pieces better than one: fitting and testing OLS and RMA regressions,https://onlinelibrary.wiley.com/doi/abs/10.1002/env.2213,26.0,2013.0
35,{'linear regression'},{'conservation'},A methodology to analyze conservation voltage reduction performance using field test data,https://ieeexplore.ieee.org/abstract/document/7007701/,26.0,2014.0
973,"{'ordinary least squares', 'OLS'}",{'metabolomics'},Stable biomarker screening and classification by subsampling-based sparse regularization coupled with support vector machines in metabolomics,https://www.sciencedirect.com/science/article/pii/S016974391630466X,25.0,2017.0
104,{'ordinary least squares'},{'environmental biology'},An equation‐free method reveals the ecological interaction networks within complex microbial ecosystems,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12814,25.0,2017.0
639,{'ordinary least squares'},{'neurobiology'},Midlife memory ability accounts for brain activity differences in healthy aging,https://www.sciencedirect.com/science/article/pii/S0197458014003856,25.0,2014.0
774,{'ordinary least squares'},{'neurobiology'},Parkinson disease propagation using MRI biomarkers and partial least squares path modeling,https://www.neurology.org/doi/abs/10.1212/wnl.0000000000011155,25.0,2021.0
367,{'OLS'},{'genomics'},Empirical performance of cross-validation with oracle methods in a genomics context,https://www.tandfonline.com/doi/abs/10.1198/tas.2011.11052,25.0,2011.0
1141,{'OLS'},{'microbiology'},Visible/Near infrared (VIS/NIR) spectroscopy and multivariate data analysis (MVDA) for identification and quantification of olive leaf spot (OLS) disease,https://rj.ptuk.edu.ps/index.php/pturj/article/view/21,25.0,2014.0
732,{'OLS'},{'neurobiology'},Oligodendrocytes and myelin: Active players in neurodegenerative brains?,https://onlinelibrary.wiley.com/doi/abs/10.1002/dneu.22867,25.0,2022.0
829,{'linear regression'},{'bioinformatics'},Predicting protein secondary structure and solvent accessibility with an improved multiple linear regression method,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.20645,25.0,2005.0
1003,{'linear regression'},{'medical imaging'},Synthetic database of aortic morphometry and hemodynamics: overcoming medical imaging data availability,https://ieeexplore.ieee.org/abstract/document/9349107/,25.0,2021.0
596,{'OLS'},{'neurobiology'},Loss of hippocampal oligodendrocytes contributes to the deficit of contextual fear learning in adult rats experiencing early bisphenol A exposure,https://link.springer.com/article/10.1007/s12035-016-0003-3,25.0,2017.0
508,{'linear regression'},{'conservation'},Hysterectomy with ovarian conservation: effect on bone mineral density,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1111/j.1479-828X.1998.tb03111.x,24.0,1998.0
397,{'linear regression'},{'conservation'},Estimation of soil water retention in conservation agriculture using published and new pedotransfer functions,https://www.sciencedirect.com/science/article/pii/S0167198721000374,24.0,2021.0
493,{'linear regression'},{'neurobiology'},Heterogeneous receptors and binding curve analysis in neurobiology,https://books.google.com/books?hl=en&lr=&id=_ODNTz6ushYC&oi=fnd&pg=PA33&dq=%22linear+regression%22+%22neurobiology%22&ots=85wBGSR4ZZ&sig=H6LS8eMdah8Pzt6BI-MTjixPa4w,24.0,1984.0
588,{'linear regression'},"{'disease classification', 'bioinformatics'}",Linear regression–based feature selection for microarray data classification,https://www.inderscienceonline.com/doi/abs/10.1504/IJDMB.2015.066776,24.0,2015.0
1050,{'OLS'},{'genetics'},"The effect of education on the relationship between genetics, early-life disadvantages, and later-life SES",https://www.nber.org/papers/w28750,24.0,2021.0
155,{'linear regression'},"{'genomics', 'bioinformatics'}",Bayesian feature selection for high-dimensional linear regression via the Ising approximation with applications to genomics,https://academic.oup.com/bioinformatics/article-abstract/31/11/1754/2364861,24.0,2015.0
750,"{'ordinary least squares', 'OLS'}",{'genetics'},Ordinary least squares estimation of general and specific combining abilities from half-diallel mating designs,https://www.thuenen.de/media/institute/fg/PDF/Silvae_Genetica/1992/Vol._41_Heft_4-5/41_4-5_263.pdf,24.0,1992.0
207,{'ordinary least squares'},{'biogeography'},Climatic and evolutionary factors shaping geographical gradients of species richness in Anolis lizards,https://academic.oup.com/biolinnean/article-abstract/123/3/615/4822041,24.0,2018.0
473,{'OLS'},{'developmental biology'},Geography of intergenerational mobility and child development,https://www.pnas.org/doi/abs/10.1073/pnas.1700945114,23.0,2017.0
878,{'ordinary least squares'},{'medical imaging'},Reconstruction of ultrasound tomography for cancer detection using total least squares and conjugate gradient method,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10580/105800K/Reconstruction-of-ultrasound-tomography-for-cancer-detection-using-total-least/10.1117/12.2293906.short,23.0,2018.0
862,{'OLS'},{'marine biology'},Quantifying the impact of linear regression model in deriving bio-optical relationships: the implications on ocean carbon estimations,https://www.mdpi.com/1424-8220/19/13/3032,23.0,2019.0
276,{'linear regression'},{'proteomics'},Dealing with missing values in proteomics data,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.202200092,23.0,2022.0
559,"{'ordinary least squares', 'OLS'}",{'biodiversity'},Investigating the N-shape EKC using capture fisheries as a biodiversity indicator: empirical evidence from selected 14 emerging countries,https://link.springer.com/article/10.1007/s11356-021-13156-6,23.0,2021.0
8,{'linear regression'},{'medical imaging'},A comparison of Bayesian and non-linear regression methods for robust estimation of pharmacokinetics in DCE-MRI and how it affects cancer diagnosis,https://www.sciencedirect.com/science/article/pii/S0895611117300046,23.0,2017.0
356,{'ordinary least squares'},{'ecology'},Effect of sample size on the performance of ordinary least squares and geographically weighted regression,http://article.stmacademicwriting.com/id/eprint/1109/,23.0,2013.0
836,{'ordinary least squares'},{'disease classification'},Prediction of length of stay on the intensive care unit based on least absolute shrinkage and selection operator,https://ieeexplore.ieee.org/abstract/document/8793128/,23.0,2019.0
669,{'ordinary least squares'},{'marine biology'},Modelling habitat use suggests static spatial exclusion zones are a non-optimal management tool for a highly mobile marine mammal,https://link.springer.com/article/10.1007/s00227-020-3664-4,23.0,2020.0
843,"{'ordinary least squares', 'linear regression'}",{'neurobiology'},Presence of neuroticism and antidepressant remission rates in late-life depression: results from the Neurobiology of Late-Life Depression (NBOLD) study,https://www.cambridge.org/core/journals/international-psychogeriatrics/article/presence-of-neuroticism-and-antidepressant-remission-rates-in-latelife-depression-results-from-the-neurobiology-of-latelife-depression-nbold-study/E5DA46E3DDA7AEC6768288B5F5C1AF4C,23.0,2018.0
656,{'ordinary least squares'},{'medical imaging'},Modeling errors compensation with total least squares for limited data photoacoustic tomography,https://ieeexplore.ieee.org/abstract/document/8110677/,23.0,2017.0
863,{'ordinary least squares'},{'ecology'},Quantile regression analysis and other alternatives to ordinary least squares regression,https://econtent.hogrefe.com/doi/full/10.1027/1614-2241/a000077,22.0,2014.0
446,{'linear regression'},{'immunology'},Follicular helper T cells in DiGeorge syndrome,https://www.frontiersin.org/articles/10.3389/fimmu.2018.01730/full,22.0,2018.0
927,"{'ordinary least squares', 'OLS'}","{'phylogenetics', 'evolution'}",Robustness of phylogenetic inference based on minimum evolution,https://link.springer.com/article/10.1007/s11538-010-9510-y,22.0,2010.0
